review_id,data,facility_id,facility_type,province,room,service,location,price,food_and_beverage,amenities,cleanliness,transportation,policy,others
7723,ở dhawa trải nghiệm massage spa angsana vị trí không gian dịch vụ ok nhân viên nhiệt tình trúc làm tốt thư giãn recommend,angsana,resort,ho_chi_minh,0,2,2,0,0,2,0,0,0,2
19718,là một du khách đi một mình đây là một vị trí hoàn hảo với đầy đủ mọi nhu cầu lối vào dễ dàng và lễ tân chào đón nồng nhiệt xin chân thành cảm ơn quản lý và toàn thể nhân viên lòng tốt của các bạn rất đáng trân trọng,wink,hotel,ho_chi_minh,0,2,2,0,0,0,0,2,0,0
17548,khách sạn nhà hàng đẹp sang trọng,continental,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
3852,buffet xài code team nai triệu còn triệu hải sản ngon bò ổn dịch vụ tốt đi thứ tư vắng,novotel_sai_gon,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
3939,dịch vụ chất lượng tốt phụ vụ nhân viên tận tình,novotel_sai_gon,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
10510,thích thích mercure cho gia đình mình một nơi nghỉ dưỡng rất tuyệt từ phòng ăn đến phòng ngủ mê hồ bơi nơi đây nữa,mecure,resort,ho_chi_minh,2,0,0,0,0,1,0,0,0,2
8422,bạn thu quầy lễ tân dễ thương hỗ trợ khách nhiệt tình nhanh nhẹn gửi lời cảm ơn phòng đẹp sạch sẽ mới hồ bơi sạch nhân viên gặp resort tươi cười chào hỏi resort không rộng gia đình mình okie điểm trừ nhỏ quầy buffet ít món không phong phú nhà mình 1 đêm thứ 6,dhawa,resort,ho_chi_minh,2,2,0,0,-1,2,2,0,0,0
14591,trải nghiệm không tốt không quay lại khách sạn lần thái độ nhân viên lễ tân nhân viên sales không tốt không hỗ trợ khách hàng,mira,hotel,ho_chi_minh,0,-2,0,0,0,0,0,0,0,-2
8288,nhân viên thân thiện hồ bơi đêm chơi,camelia,resort,ho_chi_minh,0,2,0,0,0,1,0,0,0,0
15171,chất lượng đẹp,becamex,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
14778,sạch sẽ sang trọng,mira,hotel,ho_chi_minh,0,0,0,0,0,0,2,0,0,2
7463,buffet hải sản tối nhà hàng ocean quen thuộc saigon prince hotel vị trí đắc địa phố đi bộ không gian nhà hàng sang trọng cơ bản bình thường nhạc ánh sáng đủ ồn ào phục vụ nhiệt tình vui vẻ phân biệt tây ta đồ ăn chế biến mức ăn ổn đặc sắc hải sản tươi đầy đủ refill liên tục phô mai hàu ngon tôm hùm order bếp chờ khoảng lần order mức người bữa tối kỷ niệm hợp lý,saigon_prince,hotel,ho_chi_minh,0,2,2,2,2,0,0,0,0,2
3608,nhân viên thắng trân nam phục vụ tốt,nikko_sai_gon,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,0
13856,hồ bơi rộng đẹp hồ muối khoáng phòng đẹp smart tv wifi mạnh bàn làm việc phòng tắm rộng tháng ba không tắm biển sóng lớn,vietsovpetro,resort,ho_chi_minh,2,0,-1,0,0,2,0,0,0,0
1321,tham dự hội nghị không gian tổ chức hội nghị đẹp rộng rãi phục vụ lịch sự niềm nở đồ ăn tạm bãi gửi xe xe máy khách sạn gửi xe máy ngoài trời,equatorial,hotel,ho_chi_minh,0,2,0,0,1,0,0,-1,0,0
13144,mang tiếng là resort nghỉ dưỡng nhưng thực chất là vào đây bị loa kéo tra tấn từ sáng tới chiều. mà loa kéo từ đâu ra? từ resort cho thuê chứ đâu. kiếm thêm được vài đồng bạc nhưng hạ thấp giá trị của cả khu resort. điểm đến này chắc chắn là một trong những điểm khách không ghé lại nếu tình trạng này vẫn diễn ra.,tran_chau,resort,ho_chi_minh,0,0,0,0,0,0,0,0,0,-2
9881,khách sạn đi rất nhiều lần cùng gia đình mọi thứ ổn wifi chậm biết nhiều người dùng chung mạng quá chậm không tốt,imperial,resort,ho_chi_minh,0,0,0,0,0,0,0,0,0,-1
12293,vị trí thuận lợi đi lại không gần biển phòng rộng cũ không bồn tắm nhà vệ sinh rộng rãi không view đẹp phục vụ tốt ăn sáng ít món không gian chung đẹp,pullman,hotel,ho_chi_minh,1,2,-1,0,-1,0,0,0,0,0
169,kỳ nghỉ tuyệt vời bước vào sảnh khách sạn ấn tượng dịch vụ chu đáo,au_lac_legend,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
5437,tiêu chuẩn khách sạn sao đường nguyễn huệ phố đi bộ điểm vui chơi,rex,hotel,ho_chi_minh,0,0,2,0,0,0,0,0,0,2
6970,sảnh rộng đẹp phục vụ nhiệt tình,windsor,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
10736,khu vui chơi trẻ em nhân viên nhung vui phục vụ chu đáo nhiệt tình vui vẻ cảm ơn bữa chị,melia,resort,ho_chi_minh,0,2,0,0,0,1,0,0,0,2
11901,tốt tầm giá sẽ quay trở lại lần sau,premier_pearl,hotel,ho_chi_minh,0,0,0,1,0,0,0,0,0,2
13173,không gian biển đẹp khuôn viên rộng rãi hồ bơi không tốt lắm nhiều cảnh chụp hình cho chị em.,tran_chau,resort,ho_chi_minh,0,0,2,0,0,-1,0,0,0,2
14494,sang trọng đẹp,marriot,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
399,Dịch vụ và nhân viên tuyệt vời tại Âu Lạc. Tôi đã ở đây với 2 thiếu niên của mình và các nhân viên khiến chúng tôi cảm thấy rất được chào đón. Khách sạn rất thân thiện và kiên nhẫn trong việc cung cấp lời khuyên và lời khuyên địa phương về nơi đi và ăn. Phần tốt nhất của khách sạn là vị trí có thể đi bộ đến tất cả các điểm du lịch quan trọng của thành phố. Lỗi duy nhất tôi có thể tìm thấy là phòng điều hành không có cửa chính dẫn vào khu vực WC và Vòi sen. Mặc dù WC và vòi hoa sen có cửa tương ứng nhưng vẫn có cửa chính. Nhưng chúng tôi đã xoay sở tốt. Đó là một kỳ nghỉ tốt tổng thể!,au_lac_legend,hotel,ho_chi_minh,-1,2,2,0,0,0,0,0,0,2
11920,view đẹp buổi sáng buffet nhân viên dễ thương tích cực,premier_pearl,hotel,ho_chi_minh,0,2,2,0,2,0,0,0,0,2
15863,trải nghiệm ngày valentine đáng nhớ của 2 vợ chồng mình không ở khách sạn nhưng dùng bữa tại skyone rooftop trong la vela này tiêu chuẩn này mà 5 sao thì đúng là cạn lời ngay từ bãi giữ xe đã phải mò đường lên mà không có hướng dẫn lên đến nơi đặt bàn thì đưa đại một bàn cho có bàn chỗ khác còn trống muốn đổi thì không cho chả hiểu đặt làm gì bàn thì dơ nhân viên thì như buồn ngủ lên menu lâu nước lâu thanh toán cũng lâu luôn đồ uống thì tệ phải nói còn thua mấy quán bình dân luôn ấy chứ giá không rẻ bàn ghế lộn xộn khách đang ngồi đông còn tẩy nước hồ bơi để mùi xộc lên khó chịu nhà vệ sinh dơ nhỏ bãi giữ xe cũng không khá hơn chắc hẳn không ít những cặp đôi hoặc gia đình cũng vừa mới trải qua cảm giác ngày valentine ối dời ôi tại nơi đây chạy ngay đi,la_vela,hotel,ho_chi_minh,0,-2,0,-2,-2,0,-2,-2,0,-2
150,sạch sẽ vị trí thuận tiện,au_lac_legend,hotel,ho_chi_minh,0,0,2,0,0,0,2,0,0,0
3070,buffet tối ngon phục vụ chu đáo benny,new_world,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,0
8774,từ lúc đặt chân vào resort cho tới lúc check out mình hoàn toàn hài lòng không có bất cứ 1 điểm trừ nào cho nơi này phòng sạch sẽ tiện nghi đẹp và mát hồ bơi quá đẹp nhân viên phục vụ chu đáo và trên cả tuyệt vời từ chú bảo vệ cô lao công chú làm vườn lễ tân buffet sáng ngon thức ăn tối cũng ngon mọi thứ hoàn hảo cảm ơn fleur de lys,Fleur de Lys,resort,ho_chi_minh,2,2,0,0,1,2,2,0,0,2
95,giá tốt phòng sạch sẽ 500k phòng đôi gần sân bay xa trung tâm,au_lac_legend,hotel,ho_chi_minh,0,0,-1,1,0,0,2,-1,0,0
12934,dịch vụ chuẩn thuận tiện gần biển phòng khang trang có hồ bơi nội khu,sammy,hotel,ho_chi_minh,2,0,2,0,0,2,0,0,0,0
8123,tìm kiếm đi trốn nhịp sống hối hả nạp năng lượng thiên nhiên gần thành phố sạch tiện ích dịch vụ không gian thư giãn carmelina resort hồ tràm lựa chọn đáng cân nhắc ồn ào đông đúc phù hợp nghỉ dưỡng khu nghỉ dưỡng riêng biệt tách biệt thế giới yên tĩnh nhân viên tận tình thư giãn đúng nghĩa cách thành phố hồ chí minh giờ chạy xe thế giới nhẹ nhàng dễ chịu ăn hải sản gần quán ăn nhà hàng chế biến ăn chỗ vui ghé thời gian quay,camelia,resort,ho_chi_minh,0,2,2,0,1,0,0,0,0,2
10724,ngày tiếng resort khôn hết thiên hạ trả phòng nhận phòng mất tiếng ngày lí do dọn dẹp tiếng khách hàng thông minh ngốc,melia,resort,ho_chi_minh,0,-2,0,0,0,0,0,0,-2,-2
13748,đẹp mới sạch sẽ thức ăn đồ uống tuyệt vời nhân viên tuyệt vời đồ dùng phòng tiện nghi check in out làm nhanh,vias,hotel,ho_chi_minh,2,2,0,0,2,2,2,0,0,2
6316,vị trí tốt trung tâm địa điểm tiện,victory,hotel,ho_chi_minh,0,0,2,0,0,0,0,0,0,2
12526,ngay trung tâm bãi đậu xe hơi nhỏ phòng ốc tốt sạch sẽ chất lượng ổn với ba sao một nơi đáng để lưu trú,rex,hotel,ho_chi_minh,2,0,2,0,0,0,2,0,0,0
13212,view đẹp dù nằm trong khu resort nhưng giá nước không đắt hơn bên ngoài tầm năm mươi nghìn.,tran_chau,resort,ho_chi_minh,0,0,2,1,0,0,0,0,0,0
1497,nhân viên đón tiếp tốt vui vẻ sạch tốt,equatorial,hotel,ho_chi_minh,0,2,0,0,0,0,2,0,0,0
7071,phòng nhỏ giá cao phục vụ tốt,des_art,hotel,ho_chi_minh,-1,2,0,-1,0,0,0,0,0,0
16419,thái độ bảo vệ không tốt,caravelle,hotel,ho_chi_minh,0,-2,0,0,0,0,0,0,0,0
7290,khách sạn khá đẹp tầng nhà hàng view đẹp tầng bar ngoài trời phong cách khách khá đông,des_art,hotel,ho_chi_minh,0,0,0,0,2,2,0,0,0,2
18535,lần đầu mình đến trải nghiệm ở mai house món ăn rất ngon nhờ những anh đầu bếp huy sang vỹ nhi mà lại còn nhiệt tình hỗ trợ khi mình cần dùng món này món kia có một em tên quốc cũng hỗ trợ mình rất ân cần khi mình không biết lấy dụng cụ ở đâu em ấy lại hỏi rất chu đáo nếu có dịp mình sẽ đến ủng hộ tiếp,mai_house,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,0
11902,khách sạn tuyệt vời nhân viên nhiệt tình chu đáo tận tâm chắc chắn quay lại tích cực,premier_pearl,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
19410,vị trí tuyệt vời nhân viên thân thiện phòng rộng rãi với tầm nhìn tuyệt đẹp ra thành phố,signature_m,hotel,ho_chi_minh,2,2,2,0,0,0,0,0,0,0
20151,"rất đẹp, hiện đại, cao cấp, chuyên nghiệp.",renaissance,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
18870,mình lưu trú ở đây tuần các bạn phục vụ rất tốt gọi dịch vụ phòng rất nhanh tuy nhiên có phần dọn dẹp hàng ngày chưa tốt điển hình phòng mình lưu trú tuần chỉ có bánh xà bông không thay khi hết vẫn để sao cho các bạn cải thiện,muong_thanh_grand,hotel,ho_chi_minh,0,1,0,0,0,0,-1,0,0,0
3747,nhân viên thắng kiên hương phục vụ chu đáo tốt hải sản tươi ngon,nikko_sai_gon,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
12623,bề ngoài hơi cũ nhưng bên trong vẫn thể hiện được đẳng cấp của một khách sạn có tiếng,rex,hotel,ho_chi_minh,1,0,0,0,0,0,0,0,0,2
16799,rất hài lòng với phong cách phục vụ,caravelle,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,0
10982,nhân viên dễ thương nhiệt tình trải nghiệm melia đỉnh tiện nghi sạch chu đáo,melia,resort,ho_chi_minh,2,2,0,0,0,0,2,0,0,2
19465,vị trí tốt trung tâm thành phố hojimin đến việt nam lần quay lại,signature_m,hotel,ho_chi_minh,0,0,2,0,0,0,0,0,0,2
16788,nơi yêu thích nhân viên dễ thương vô cùng,caravelle,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,1
1930,không gian sang trọng nhân viên thân thiện,lotte,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
8289,nghỉ dưỡng lý tưởng gia đình bé nhỏ người lớn tuổi không khí resort trong lành gần gũi thiên nhiên yên tĩnh khu vui chơi bé nông trại thu nhỏ vườn thỏ bé thỏ ăn rạp chiếu phim hoạt hình bé nhỏ bé nhà enjoy muốn khu resort hồ tràm nghỉ dưỡng nhân viên nice hỗ trợ nhiệt tình phục vụ nước trái cây check in check out ăn sáng buffet ít món khẩu vị ngon đậm đà phòng ốc sạch sẽ ít khăn ban đêm yên tĩnh đèn giăng dạo chill,camelia,resort,ho_chi_minh,2,2,1,0,1,2,2,0,0,2
13258,đẹp sạch sẽ phục vụ chu đáo dịch vụ tốt buffet sáng cũng được nhiều món nhưng chủ yếu bánh trái cây đông quá mau hết nhưng refill hơi chậm có xe đưa đón tới tận phòng nếu ở khu villa ven biển mình ở khu phú sơn có vẻ cũ hơn các khu khác mới xây thêm biển sạch và đẹp có nhiều bãi che và ghế nằm có nhà hàng và khu tắm nước ngọt.,tran_chau,resort,ho_chi_minh,1,2,2,0,1,0,2,2,0,0
16967,sáng ghé mua ổ bánh mì chay mà bị choáng menu có 4-5 loại giá thấp nhất là 39 nghìn mắc nhất là 65 nghìn mắc gấp 2-3 lần 1 ổ bánh mì chay thường buổi sáng nên đành mua 1 ổ 45 nghìn mà thấy mắc quá chừng bánh mì ăn hết sức bình thường cũng chỉ có chả và mấy thứ rau cà chua sắt lát rau để trong tủ mát nên ăn thấy lạnh bánh mì không nướng lại luôn chắc chắn không có lần 2,continental,hotel,ho_chi_minh,0,0,0,-2,-1,0,0,0,0,0
1968,bao năm dòng đời lặng trôi mây bay không trở lại mây mang dáng người bao năm thầm gọi cố nhân tình cờ gặp lại hai cuộc đời,lotte,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,0
15517,cũng lâu rồi mình mới ghé lại ibis saigon airport hotel vì dạo gần đây mình cũng ít đi du lịch và đây là lần thứ 3 mình ghé lại nhưng nay ghé lại thì thấy rất quá ư là hài lòng từ đồ ăn đến cách phục vụ thì 10đ không có nhưng thứ 6 hàng tuần còn có món bò né nữa ngồi ngắm hoàng hôn ăn miếng bò chill cùng ly cocktail thì còn gì bằng nữa,ibis_airport,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
12368,vị trí vòng xoay lớn trung tâm dễ thấy bãi đậu xe bảo trì khuôn viên sang trọng rộng lớn nhân viên đón tiếp nhiệt tình dễ thương nhanh nhẹn hỗ trợ nhanh chóng nước uống trái cây chào mừng phòng sang trọng sạch sẽ rộng rãi hiện đại bữa sáng buffet đa dạng sang trọng chuyên nghiệp ngon nhà chơi trẻ em,pullman,hotel,ho_chi_minh,2,2,2,0,2,0,2,0,0,2
1635,hôm nay đến mê linh lounge thử set trà chiều trà thơm lựa chọn bánh ăn ổn ngọt view sông sài gòn cầu thủ thiêm đẹp thoáng hẹn hò cà phê bạn bè chụp hình hữu tình nịnh mắt nhân viên nami nhiệt tình ân cần khách support offer chụp ảnh chuẩn bị trà bánh chỉnh chu không gian 8.5/10 set trà bánh 8/10 nhân viên 9.5/10 total 8.7/10 đáng thử quay lại,hilton,hotel,ho_chi_minh,0,2,2,0,2,0,0,0,0,2
19423,nơi tuyệt vời ở thành phố hồ chí minh giá tốt phòng đẹp đồ ăn sáng phong phú dịch vụ nhân viên xuất sắc lễ tân bữa sáng bữa ăn yêu khách sạn khuyến khích tích cực,signature_m,hotel,ho_chi_minh,2,2,0,1,2,0,0,0,0,2
19550,khách sạn chính sách check in check out giờ thay tiêu chuẩn thông thường phòng nhỏ đủ tiện nghi,wink,hotel,ho_chi_minh,1,0,0,0,0,0,0,0,2,0
16957,bữa vào đây thấy 1 ông mặc vest đi cùng 1 con chó trả có 1 đồng xu trong khi mình trả hơn 2 triệu khá là khó hiểu,continental,hotel,ho_chi_minh,0,0,0,-2,0,0,0,0,0,0
4978,hài lòng nhân viên thân thiện tốt rẻ tuyệt vời,pullman,hotel,ho_chi_minh,0,2,0,-1,0,0,0,0,0,2
9631,gặp một chút trục trặc trong quá trình nhận phòng nhưng bên khách sạn và dịch vụ đã giải quyết tốt,imperial,resort,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
16358,khách sạn đẹp tuyệt vời phòng sạch sẽ nhân viên hiếu bell phục vụ nhiệt tình dễ thương giúp tôi nhiều dịch vụ nhanh tốt tôi thích hài lòng,caravelle,hotel,ho_chi_minh,2,2,0,0,0,0,2,0,0,0
11481,villa đẹp đại gia đình khoảnh khắc thư giãn vui vẻ hồ bơi đẹp riêng tư ngại bấm yêu cầu dịch vụ nhân viên nhiệt tình nhanh chóng đáp ứng yêu cầu khách món ăn nhà hàng ngon buffet sáng đa dạng,palace_long_hai,resort,ho_chi_minh,2,2,0,0,2,1,0,0,0,2
9635,tôi rất hài lòng với dịch vụ ở đây khách sạn nằm ở vị trí trung tâm rất thuận tiện cho việc đi lại nhân viên quầy bar take care rất tốt nhất là ở quầy lobby có bạn nhi rất dễ thương và chu đáo ngoài ra ở đây có hồ bơi to và rất sạch nếu có dịp mọi người hãy ghé qua để trải nghiệm các dịch vụ cực kỳ tuyệt vời tại khách sạn imperial hotel,imperial,resort,ho_chi_minh,0,2,2,0,0,2,2,0,0,2
1480,nhân viên phục vụ xoay sở,equatorial,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,0
14472,hài lòng,marriot,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
7782,biệt thự mới đẹp hồ bơi khu biệt thự sạch vắng nhân viên thân thiện dễ thương book 2 căn 3 phòng ngủ gia đình resort hỗ trợ 2 căn sát nhau sát hồ bơi lớn hài lòng,angsana,resort,ho_chi_minh,2,2,0,0,0,2,2,0,0,2
1499,khách sạn sang trọng món ngon,equatorial,hotel,ho_chi_minh,0,0,0,0,2,0,0,0,0,2
17049,món ngon không gian nhỏ phù hợp đi nhóm 3 người gọi đặt món sẽ nhanh hơn ok,continental,hotel,ho_chi_minh,0,1,0,0,2,0,0,0,0,0
6837,nhân viên chuyên nghiệp đối nhân xử thế trải nghiệm hài lòng,windsor,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
10057,căn phòng rất đẹp sạch sẽ mọi thứ đều chỉnh chu hết có đầy đủ tiện nghi giá tiền của phòng hợp lý rẻ tuy nhiên cái chân giường có vẻ không chắc chắn tủ cao kế bếp khi mở hay đóng đều nghe tiếng ọt ẹt tủ quần áo trong toilet thì không đóng chặt hồ bơi ở đây khá rộng nhiều có cả hồ nước mặn đặc biệt có nhiều cây xanh nên không sợ nắng ngoài ra ở phía trước bãi biển riêng của resort nước biển sạch nhưng vỏ sò nhuyễn khá nhiều có vẻ biển có khá nhiều rong ở đáy chỗ ăn sáng của resort thì hơi nhỏ nhưng đồ ăn lại khá ngon tất cả các bạn nhân viên đều rất nhiệt tình thân thiện chu đáo làm việc rất có trách nhiệm ngoài ra ở đây còn có cửa hàng tiện lợi ở đối diện nên có thể mua số vật dụng cần thiết hoặc đồ ăn thức uống,lan_rung,resort,ho_chi_minh,2,2,2,1,1,2,2,0,0,2
12716,nhân viên rất nhiệt tình thân thiện,rex,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,0
6078,ngày khách sạn sofitel sài gòn plaza phục vụ tận tình nhân viên ăn sáng mezz thức ăn đa dạng cà phê muối lạ,sofitel,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
15544,3 giờ sáng đến sảnh đã tắt không có ánh sáng cho khách hàng làm việc họ không quan tâm đến khách hàng 1 năm trước tôi cũng ở đây vài đêm đang ngủ có 1 người mở cửa phòng 2 lần nhưng do tôi đã khóa cửa trong người đó không vào được chuyện gì xảy ra nếu tôi không khóa cửa trong tôi báo cho quản lý biết nhưng đến giờ vẫn chưa nhận được câu trả lời từ khách sạn không bao giờ trở lại khách sạn này nữa,ibis_airport,hotel,ho_chi_minh,0,-2,0,0,0,-1,0,0,0,-2
14991,khách sạn tiêu chuẩn quốc tế khâu tuyển chọn nhân viên sale tệ trả lời khách hàng thái độ đặt phòng chuyên gia công ty bạn hỗ trợ làm việc bạn nhiều vấn đề thông tin hỏi tư vấn phản hồi chậm nhắn tin zalo vài tiếng trả lời vấn đề thông tin cần gấp gọi nói chuyện tư vấn thái độ không cần khách chị muốn đặt đặt không đặt thôi thông tin gửi báo bạn không để tâm làm việc ẩu mỗi lần làm sai thiếu sót nhắc lịch sự đoàng hoàng không nói nặng nhẹ bạn cư xử không nhận lời xin lỗi không hiểu làm ngành dịch vụ cư xử khách hàng chẳng khách quay lại không hiểu cách làm việc đảm nhiệm vị trí giám sát bộ phận sale viết khách sạn rút kinh nghiệm xem lại khâu tuyển chọn nhân sự bộ phận quan trọng,becamex,hotel,ho_chi_minh,0,-2,0,0,0,0,0,0,0,-2
1333,sảnh tiệc lớn đẹp sang trọng thức ăn tệ 1 sao,equatorial,hotel,ho_chi_minh,0,0,0,0,-1,0,0,0,0,2
15612,phòng rộng thoáng phục vụ nhiệt tình lần sau sẽ ghé lại nếu còn có dịp qua đây,ibis_airport,hotel,ho_chi_minh,2,2,0,0,0,0,0,0,0,0
13399,vị trí resort gần thành phố hồ chí minh thích hợp nghỉ ngơi hai ngày phòng đẹp mọi thứ ok,tran_chau,resort,ho_chi_minh,2,0,2,0,0,0,0,0,0,2
13572,khách sạn nằm trong khu vực yên tĩnh chỉ cần băng qua đường là đến bãi biển. phòng mình ở có view biển là phòng góc nên ban công rất rộng. phòng sạch sẽ mới mẻ gọn gàng và rất thoáng đãng. đội ngũ nhân viên vô cùng thân thiện nhiệt tình và lịch sự. nhân dịp sinh nhật của con mình khách sạn còn tặng bé một chiếc bánh sinh nhật một cử chỉ rất chu đáo. bữa sáng mỗi ngày đều phong phú với nhiều món đa dạng. khu vực hồ bơi sạch sẽ rộng rãi và an toàn vì luôn có nhân viên giám sát. phòng gym thật sự ấn tượng với toàn bộ hệ thống máy tập hiện đại của technogym. mình chắc chắn sẽ quay lại lưu trú tại đây vào lần sau,vias,hotel,ho_chi_minh,2,2,2,0,2,2,2,0,0,2
2689,công việc thu nhập khá,jw_marriott,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
1715,lần đầu tiên ok nhân viên mơ nhi thân thiện dễ thương vị trí đẹp hài lòng,hilton,hotel,ho_chi_minh,0,2,2,0,0,0,0,0,0,2
12100,điểm cộng nhân viên phục vụ thềm cửa che ô xách đồ khách tận tâm sảnh đội ngũ tác phong chuyên nghiệp ân cần hương thơm chuẩn đẳng cấp dễ chịu gần gũi không nồng nhân viên hướng dẫn gửi đồ lối sử dụng thang máy giới thiệu phòng chỉnh chu hạng phòng classic view sea đáng trải nghiệm view nửa bãi biển thành phố đồ ăn âu việt đầy đủ không xuất sắc vị vừa phải dễ dùng phòng gym spa sky ngoài trời đa dạng quầy trà chiều rộng thoáng không gian sang trọng yên tĩnh điểm trừ tivi không sẵn youtube kênh mạng phổ biến tiện khách sử dụng phòng sạch đẹp phòng 1201 không bàn trang điểm gương đứng lớn soi tổng thể clothes nhân viên hồ bơi phục vụ chu đáo diện tích hồ hơi nhỏ kính mờ đạt chuẩn 5 sao hotel khắc phục điểm chưa đạt chất lượng dịch vụ tốt nhất khuyến khích tham quan trải nghiệm dịch vụ premier pearl quay lại lần 2 hạng phòng luxury nhất,premier_pearl,hotel,ho_chi_minh,1,2,2,0,1,1,2,0,0,2
13050,khuôn viên đẹp quán cà phê đẹp phù hợp bạn thích chụp hình check in tiện nghi phòng đẹp đầy đủ ăn sáng buffet ngon đa dạng món đăng ký ở đây nhớ vào trang web đăng ký đặt phòng gọi số điện thoại bàn check lại đừng đặt phòng qua fanpage facebook toàn lừa đảo bị lừa đặt phòng fanpage ra đến nơi nhận phòng mới biết xác nhận đặt phòng giả,tran_chau,resort,ho_chi_minh,1,0,2,0,2,1,0,0,-1,2
16697,ngay trung tâm thành phố phòng sạch sẽ thoáng mát xứng đáng cho 1 tiện nghi 5 sao,caravelle,hotel,ho_chi_minh,2,0,2,0,0,0,2,0,0,1
6149,buffet sáng nhà hàng mezz cuối tuần buffet set up đẹp thức ăn ngon đa dạng phong phú chân thành cảm ơn hỗ trợ nhiệt tình thật trang đoàn quyên trang nguyễn nhi bình đình trải nghiệm đáng nhớ,sofitel,hotel,ho_chi_minh,0,2,0,0,2,0,0,0,0,2
12917,chấm bốn sao cho sammy cảm giác không tốt lắm so với giá tiền và dịch vụ mọi thứ đã cũ hơn trước anh phục vụ bảo vệ ở cổng sảnh lễ tân không vui vẻ cho lắm mình đánh giá không cao ngay cái nhìn đầu tiên,sammy,hotel,ho_chi_minh,0,-1,0,-1,0,0,0,0,0,-1
5478,đắt đỏ view nhìn phố đi bộ sân thượng đẹp,rex,hotel,ho_chi_minh,0,0,2,-1,0,0,0,0,0,2
3856,mọi thứ tốt nhân viên thắng trân my vinh phục vụ dễ thương,novotel_sai_gon,hotel,ho_chi_minh,0,2,0,0,0,0,0,0,0,2
7822,gia đình hồ tràm sử dụng seafood buffet azura nhân viên phục vụ dễ thương gia đình cale jessie nhi thu phục vụ tận tình hát mừng sinh nhật thành viên gia đình hải sản tươi vừa vị recommend dùng thử nước uống bao gồm uống thoải mái view biển đẹp,angsana,resort,ho_chi_minh,0,2,2,0,2,0,0,0,0,2
4114,vị trí thuận tiện đồ ăn tươi dịp quay lại,novotel_sai_gon,hotel,ho_chi_minh,0,0,2,0,2,0,0,0,0,2
8486,ly trâm chuyên viên spa tay nghề tuyệt vời tận tình đáng trải nghiệm,dhawa,resort,ho_chi_minh,0,2,0,0,0,2,0,0,0,2
19060,chất lượng sang trọng sạch sẽ tiện nghi,muong_thanh_grand,hotel,ho_chi_minh,0,0,0,0,0,0,2,0,0,2
11352,phòng người nước chảy yếu may kỹ thuật sửa nước chảy mạnh,new_wave,resort,ho_chi_minh,-1,2,0,0,0,0,0,0,0,0
2716,nhà hàng khách sạn bậc nhất việt nam,jw_marriott,hotel,ho_chi_minh,0,0,0,0,0,0,0,0,0,2
11718,lần đầu tiên trải nghiệm resort sao kém phòng chật tối nguyên phòng ngọn đèn chính le lói thích hợp dẫn bạn gái nhỏ không thích hợp gia đình máy lạnh hết ga lắp xa giường ngủ không lạnh giường nội thất xây gạch nhắc lại xây gạch không tủ đựng đồ khách treo phòng trọ sinh viên toilet không cửa đi vệ sinh mùi bay phòng ngủ gia đình con nhỏ cảm giác vệ sinh con sộc không cửa tắm bên đứng tắm bên nhìn đơn giản vách ngăn thưa thớt tầm giá lựa chọn chỗ,palace_long_hai,resort,ho_chi_minh,-2,0,0,-1,0,0,-2,0,0,-2
317,Khách sạn tuyệt vời và dịch vụ tuyệt vời. Con người thật tuyệt vời! Thật là một thành phố tuyệt vời. Nằm ngay trung tâm thành phố.,au_lac_legend,hotel,ho_chi_minh,0,2,2,0,0,0,0,0,0,2
